Q (L/min)              Time (s)                   N_bound (mol/m^2)
5.000000000000001E-5     950                      6.735889193525222E-13
5.000000000000001E-5     960                      6.747934649154551E-13
5.000000000000001E-5     970                      6.759540263076553E-13
5.000000000000001E-5     980                      6.77116816981071E-13
5.000000000000001E-5     990                      6.7825213425437E-13
5.000000000000001E-5     1000                     6.793341524047328E-13
5.000000000000001E-5     1010                     6.803906628626589E-13
5.000000000000001E-5     1020                     6.814449198387764E-13
5.000000000000001E-5     1030                     6.82464650226632E-13
5.000000000000001E-5     1040                     6.834327005055879E-13
5.000000000000001E-5     1050                     6.843936115961564E-13
5.000000000000001E-5     1060                     6.853438157304805E-13
5.000000000000001E-5     1070                     6.862544086410773E-13
5.000000000000001E-5     1080                     6.871192893840213E-13
5.000000000000001E-5     1090                     6.879863847802177E-13
5.000000000000001E-5     1100                     6.888397522351394E-13
5.000000000000001E-5     1110                     6.896516554248418E-13
5.000000000000001E-5     1120                     6.9042619539688E-13
5.000000000000001E-5     1130                     6.912091492759499E-13
5.000000000000001E-5     1140                     6.919703569079297E-13
5.000000000000001E-5     1150                     6.926875396871874E-13
5.000000000000001E-5     1160                     6.933855001169949E-13
5.000000000000001E-5     1170                     6.940866548737838E-13
5.000000000000001E-5     1180                     6.947601102162525E-13
5.000000000000001E-5     1190                     6.953917353684293E-13
5.000000000000001E-5     1200                     6.960217673562896E-13
5.000000000000001E-5     1210                     6.966458908020082E-13
5.000000000000001E-5     1220                     6.972380576101506E-13
5.000000000000001E-5     1230                     6.977957862167477E-13
5.000000000000001E-5     1240                     6.983624413746271E-13
5.000000000000001E-5     1250                     6.989144695911891E-13
5.000000000000001E-5     1260                     6.994326163329625E-13
5.000000000000001E-5     1270                     6.99930442841328E-13
5.000000000000001E-5     1280                     7.004343887995617E-13
5.000000000000001E-5     1290                     7.009191638356863E-13
5.000000000000001E-5     1300                     7.013708363038252E-13
5.000000000000001E-5     1310                     7.018161393365987E-13
5.000000000000001E-5     1320                     7.022617097125525E-13
5.000000000000001E-5     1330                     7.026846275876678E-13
5.000000000000001E-5     1340                     7.030779522171468E-13
5.000000000000001E-5     1350                     7.03473215867033E-13
5.000000000000001E-5     1360                     7.038667006586713E-13
5.000000000000001E-5     1370                     7.042358633358842E-13
5.000000000000001E-5     1380                     7.045769368453566E-13
5.000000000000001E-5     1390                     7.049327026691107E-13
5.000000000000001E-5     1400                     7.05278124587298E-13
5.000000000000001E-5     1410                     7.055964704666457E-13
5.000000000000001E-5     1420                     7.058992699154184E-13
5.000000000000001E-5     1430                     7.062132081631108E-13
5.000000000000001E-5     1440                     7.06512526563508E-13
5.000000000000001E-5     1450                     7.067860277344688E-13
5.000000000000001E-5     1460                     7.070575161950167E-13
5.000000000000001E-5     1470                     7.073333631870499E-13
5.000000000000001E-5     1480                     7.075941516730095E-13
5.000000000000001E-5     1490                     7.078309773024891E-13
5.000000000000001E-5     1500                     7.080703394745931E-13
5.000000000000001E-5     1510                     7.083117579441104E-13
5.000000000000001E-5     1520                     7.085346526040117E-13
5.000000000000001E-5     1530                     7.087358631640349E-13
5.000000000000001E-5     1540                     7.089507158259025E-13
5.000000000000001E-5     1550                     7.091614353898736E-13
5.000000000000001E-5     1560                     7.093537460995143E-13
5.000000000000001E-5     1570                     7.095276527941703E-13
5.000000000000001E-5     1580                     7.097175425564883E-13
5.000000000000001E-5     1590                     7.099013940065228E-13
5.000000000000001E-5     1600                     7.100662046489825E-13
5.000000000000001E-5     1610                     7.10219486710565E-13
5.000000000000001E-5     1620                     7.10386124002627E-13
5.000000000000001E-5     1630                     7.105421420636927E-13
5.000000000000001E-5     1640                     7.106794239769304E-13
5.000000000000001E-5     1650                     7.108127152530718E-13
5.000000000000001E-5     1660                     7.109571716171978E-13
5.000000000000001E-5     1670                     7.11090433002807E-13
5.000000000000001E-5     1680                     7.112055990906945E-13
5.000000000000001E-5     1690                     7.113263044357321E-13
5.000000000000001E-5     1700                     7.114529591099655E-13
5.000000000000001E-5     1710                     7.115649738807197E-13
5.000000000000001E-5     1720                     7.116605687714232E-13
5.000000000000001E-5     1730                     7.117714907672801E-13
5.000000000000001E-5     1740                     7.118797681650207E-13
5.000000000000001E-5     1750                     7.119720595014191E-13
5.000000000000001E-5     1760                     7.120552909547084E-13
5.000000000000001E-5     1770                     7.12154940076958E-13
5.000000000000001E-5     1780                     7.12246172646712E-13
5.000000000000001E-5     1790                     7.123215525895819E-13
5.000000000000001E-5     1800                     7.123981475141111E-13
5.000000000000001E-5     1810                     7.124842735827548E-13
5.000000000000001E-5     1820                     7.125597525109817E-13
5.000000000000001E-5     1830                     7.126211130038194E-13
5.000000000000001E-5     1840                     7.126885286511236E-13
5.000000000000001E-5     1850                     7.127643091064092E-13
5.000000000000001E-5     1860                     7.128299267507989E-13
5.000000000000001E-5     1870                     7.128801079025187E-13
5.000000000000001E-5     1880                     7.129439166890636E-13
5.000000000000001E-5     1890                     7.130101545202351E-13
5.000000000000001E-5     1900                     7.130645501474737E-13
5.000000000000001E-5     1910                     7.131060854022227E-13
5.000000000000001E-5     1920                     7.1315781567536E-13
5.000000000000001E-5     1930                     7.132152727967053E-13
5.000000000000001E-5     1940                     7.132595285563311E-13
5.000000000000001E-5     1950                     7.132905750833291E-13
5.000000000000001E-5     1960                     7.133419683621732E-13
5.000000000000001E-5     1970                     7.133917196380419E-13
5.000000000000001E-5     1980                     7.134254746218062E-13
5.000000000000001E-5     1990                     7.13452757710712E-13
5.000000000000001E-5     2000                     7.135012240552023E-13
5.000000000000001E-5     2010                     7.135425785871442E-13
5.000000000000001E-5     2020                     7.135691681652554E-13
5.000000000000001E-5     2030                     7.135989574684498E-13
5.000000000000001E-5     2040                     7.136396532273478E-13
5.000000000000001E-5     2050                     7.136706795655881E-13
5.000000000000001E-5     2060                     7.136898838683667E-13
5.000000000000001E-5     2070                     7.137125647530097E-13
5.000000000000001E-5     2080                     7.137486479107289E-13
5.000000000000001E-5     2090                     7.137771790968473E-13
