image-ID,x,y,z,chisq,vis-probe
131,20926.3,29985.4,280.919,662.844,1
131,11464.1,38818.2,537.35,496.022,1
131,14804.4,30971.1,782.971,606.255,1
131,10845.8,33781.6,1296.36,213.569,1
132,21256.9,27586.2,188.028,301.989,1
132,20984.2,29969.2,325.725,100.324,1
132,11457,38806.2,532.448,462.084,1
132,14780.8,30957.1,779.835,592.066,1
133,11437,38777.7,535.944,479.223,1
133,14798.4,30965.5,779.588,589.339,1
133,21580.5,28468.9,1279.8,372.985,1
134,33262.2,25896.5,448.817,147.805,1
134,11431.6,38787.7,526.222,413.679,1
134,33272.1,25876.4,760.295,31.511,1
134,14812,30979.6,775.425,418.312,1
134,28688.5,31239.6,977.536,199.17,1
134,27016.2,24874.7,1068.06,243.613,1
134,21602.9,28461.9,1283.44,349.065,1
134,21699,28860.9,1556.77,38.4077,1
135,11418,38795.8,512.518,444.906,1
135,33983.6,26206,544.059,337.862,1
135,28695.6,31225.8,1009.71,587.54,1
135,27025.5,24848.3,1049.21,288.724,1
135,21583.8,28478.5,1297.81,202.098,1
136,26044.4,35196.8,471.955,77.9347,1
136,11450.4,38771.3,502.085,471.429,1
136,34011,26198.9,594.57,185.617,1
136,28687.6,31241,1017.85,655.6,1
136,27080.6,24848.6,1052.93,338.216,1
136,19111.3,29832.3,1372.45,358.89,1
137,26660.7,36922.5,973.523,675.82,1
137,28693.2,31234.6,1013.43,608.312,1
137,27548.8,24886.2,1129.07,512.289,1
137,19099.5,29839.3,1369.26,155.413,1
138,16394.7,34469.3,189.349,112.001,1
138,18348.5,39143,827.925,332.716,1
138,26664.7,36922.3,973.307,683.854,1
138,28690.7,31185.3,1005.98,691.781,1
138,27530.7,24887.5,1122.35,316.322,1
138,19064.2,29809.4,1357.12,242.486,1
139,16416.8,34452.2,204.216,291.741,1
139,28684.8,31173.4,989.816,545.459,1
139,27532.9,24926.4,1058.93,210.93,1
140,16425.7,34450.9,194.985,239.885,1
140,27540,24901,1079.83,268.918,1
141,16411.9,34446.4,157.484,316.391,1
141,27546.1,24901,1109.36,267.635,1
142,16421.7,34462.1,180.116,353.065,1
142,27539.4,24898.2,1095.64,260.124,1
143,27569.6,24876.1,1079.31,39.3485,1
147,24702.2,27691.6,1102.26,173.61,1
148,24655.8,27657.6,1119.65,257.45,1
149,14000,24387.5,302.377,33.607,1
149,24632.4,27663.2,1109.96,89.2962,1
151,17263.1,25325.5,287.174,53.5009,1
154,14784.2,25191.8,970.101,376.742,1
155,14962.8,24453.8,884.537,252.288,1
156,14962.4,24450.9,826.244,195.435,1
157,14997.3,24443.2,885.648,85.9704,1
158,14917.9,24447.5,882.785,196.073,1
159,12191.3,32341.3,396.693,350.049,1
159,13394.2,25234.1,740.384,221.101,1
159,14945,24443.9,861.317,249.673,1
160,12170.1,32332.1,404.432,509.813,1
160,13415.6,25222.5,771.462,279.789,1
160,14946.3,24426.4,866.029,310.251,1
161,12193.3,32304,400.416,477.004,1
