spatialFrequency, correlation, smoothCorrelation
0.0291292,0.149324,0.142801
0.029168,0.163183,0.142087
0.0292067,0.145665,0.141376
0.0292454,0.128589,0.140668
0.0292842,0.13339,0.139964
0.0293229,0.1307,0.139262
0.0293616,0.138372,0.138564
0.0294004,0.128436,0.13787
0.0294391,0.125537,0.137178
0.0294778,0.127425,0.136491
0.0295166,0.147256,0.135808
0.0295553,0.127756,0.135129
0.0295941,0.105937,0.134454
0.0296328,0.118661,0.133784
0.0296715,0.134522,0.133119
0.0297103,0.133933,0.13246
0.029749,0.151559,0.131806
0.0297877,0.125115,0.131158
0.0298265,0.119111,0.130516
0.0298652,0.118811,0.129879
0.0299039,0.128577,0.129247
0.0299427,0.119392,0.128621
0.0299814,0.134951,0.127999
0.0300201,0.119215,0.127381
0.0300589,0.130104,0.126767
0.0300976,0.109938,0.126157
0.0301363,0.105469,0.12555
0.0301751,0.105047,0.124946
0.0302138,0.12872,0.124346
0.0302526,0.120741,0.123748
0.0302913,0.1213,0.123153
0.03033,0.11805,0.122562
0.0303688,0.11236,0.121974
0.0304075,0.10845,0.121389
0.0304462,0.108061,0.120807
0.030485,0.0942152,0.120229
0.0305237,0.110403,0.119655
0.0305624,0.12615,0.119084
0.0306012,0.128781,0.118517
0.0306399,0.111254,0.117954
0.0306786,0.107209,0.117394
0.0307174,0.119249,0.116838
0.0307561,0.131155,0.116286
0.0307949,0.141598,0.115738
0.0308336,0.138206,0.115193
0.0308723,0.146029,0.114652
0.0309111,0.117881,0.114115
0.0309498,0.115875,0.113582
0.0309885,0.115977,0.113053
0.0310273,0.125685,0.112527
0.031066,0.125747,0.112006
0.0311047,0.126065,0.111488
0.0311435,0.121213,0.110975
0.0311822,0.106583,0.110465
0.0312209,0.0919548,0.109958
0.0312597,0.110157,0.109456
0.0312984,0.118142,0.108957
0.0313372,0.106757,0.108462
0.0313759,0.116661,0.107971
0.0314146,0.105114,0.107484
0.0314534,0.103483,0.107001
0.0314921,0.120805,0.106522
