spatialFrequency, correlation, smoothCorrelation
0.0117777,0.394463,0.347444
0.0118007,0.404927,0.346719
0.0118237,0.426937,0.345998
0.0118467,0.443797,0.34528
0.0118697,0.432094,0.344564
0.0118927,0.438412,0.343849
0.0119157,0.431337,0.343135
0.0119387,0.421192,0.342421
0.0119617,0.433143,0.341705
0.0119847,0.43434,0.340988
0.0120077,0.436338,0.340268
0.0120307,0.423644,0.339545
0.0120537,0.416523,0.338817
0.0120767,0.398676,0.338085
0.0120997,0.382159,0.337347
0.0121227,0.378573,0.336603
0.0121457,0.367678,0.335851
0.0121688,0.352909,0.335092
0.0121918,0.339056,0.334324
0.0122148,0.33961,0.333547
0.0122378,0.334558,0.332761
0.0122608,0.294666,0.331964
0.0122838,0.282944,0.331158
0.0123068,0.274799,0.33034
0.0123298,0.280098,0.329511
0.0123528,0.29026,0.328671
0.0123758,0.283186,0.327819
0.0123988,0.282875,0.326955
0.0124218,0.283872,0.32608
0.0124448,0.288072,0.325192
0.0124678,0.305086,0.324292
0.0124908,0.301731,0.32338
0.0125138,0.309359,0.322456
0.0125368,0.300057,0.321519
0.0125598,0.27759,0.320571
0.0125828,0.271192,0.31961
0.0126058,0.283394,0.318637
0.0126288,0.303523,0.317652
0.0126518,0.308805,0.316656
0.0126748,0.282551,0.315647
0.0126978,0.269582,0.314628
0.0127208,0.260335,0.313598
0.0127438,0.23112,0.312557
0.0127668,0.225901,0.311505
0.0127898,0.234717,0.310444
0.0128128,0.209635,0.309372
0.0128358,0.206725,0.308291
0.0128589,0.228048,0.3072
0.0128819,0.215191,0.3061
0.0129049,0.200621,0.304992
0.0129279,0.206071,0.303875
0.0129509,0.202806,0.302751
0.0129739,0.183346,0.301618
0.0129969,0.181894,0.300478
0.0130199,0.211699,0.299331
0.0130429,0.213138,0.298178
0.0130659,0.184438,0.297019
0.0130889,0.174395,0.295853
0.0131119,0.183903,0.294681
0.0131349,0.178758,0.293505
0.0131579,0.188872,0.292323
0.0131809,0.198762,0.291137
0.0132039,0.212906,0.289947
0.0132269,0.221022,0.288753
0.0132499,0.229959,0.287557
0.0132729,0.226077,0.286357
0.0132959,0.202067,0.285155
0.0133189,0.19753,0.283952
0.0133419,0.217025,0.282748
0.0133649,0.244063,0.281543
0.0133879,0.262498,0.280338
0.0134109,0.271273,0.279134
0.0134339,0.278644,0.27793
0.0134569,0.310774,0.276728
0.0134799,0.316986,0.275527
0.0135029,0.348423,0.274328
0.0135259,0.370566,0.273132
0.013549,0.392212,0.271939
0.013572,0.408071,0.270749
0.013595,0.414427,0.269562
0.013618,0.408892,0.26838
0.013641,0.423646,0.267201
0.013664,0.433766,0.266027
0.013687,0.440428,0.264857
0.01371,0.443845,0.263692
0.013733,0.461249,0.262531
0.013756,0.472794,0.261375
0.013779,0.47392,0.260225
0.013802,0.493556,0.259078
0.013825,0.479239,0.257938
0.013848,0.485104,0.256802
0.013871,0.477598,0.255672
0.013894,0.452024,0.254546
0.013917,0.435295,0.253427
0.01394,0.411553,0.252312
0.013963,0.393116,0.251203
0.013986,0.399554,0.250099
0.014009,0.388334,0.249001
0.014032,0.35526,0.247907
0.014055,0.333522,0.246819
0.014078,0.340766,0.245735
0.014101,0.340091,0.244657
0.014124,0.312939,0.243583
0.014147,0.295124,0.242514
0.01417,0.282906,0.241449
0.014193,0.254109,0.240389
0.014216,0.236042,0.239334
0.0142391,0.225997,0.238283
0.0142621,0.22421,0.237235
0.0142851,0.232244,0.236192
0.0143081,0.218215,0.235152
0.0143311,0.211713,0.234116
0.0143541,0.201164,0.233084
0.0143771,0.188323,0.232055
0.0144001,0.188632,0.231029
0.0144231,0.162753,0.230007
0.0144461,0.174709,0.228986
0.0144691,0.18279,0.227969
0.0144921,0.173916,0.226953
0.0145151,0.172154,0.22594
0.0145381,0.172405,0.224929
0.0145611,0.175433,0.223919
0.0145841,0.186223,0.222911
0.0146071,0.172463,0.221904
0.0146301,0.147175,0.220897
0.0146531,0.139623,0.219891
0.0146761,0.114237,0.218886
0.0146991,0.112066,0.21788
0.0147221,0.0999791,0.216872
0.0147451,0.108875,0.215864
